うーんとー,,,100,フィラー,,,*,*,*,ウーントー,うーんとー,うーんとー,ウーントー,うーんとー,ウーントー,*,*,*,*,*,*,*,*,ウーントー,ウーントー,ウーントー,ウーントー,*,*,*,*,*
うぉー,,,100,フィラー,,,*,*,*,ウォー,うぉー,うぉー,ウォー,うぉー,ウォー,*,*,*,*,*,*,*,*,ウォー,ウォー,ウォー,ウォー,*,*,*,*,*
うおー,,,100,フィラー,,,*,*,*,ウオー,うおー,うおー,ウオー,うおー,ウオー,*,*,*,*,*,*,*,*,ウオー,ウオー,ウオー,ウオー,*,*,*,*,*
うじゃわー,,,100,フィラー,,,*,*,*,ウジャワー,うじゃわー,うじゃわー,ウジャワー,うじゃわー,ウジャワー,*,*,*,*,*,*,*,*,ウジャワー,ウジャワー,ウジャワー,ウジャワー,*,*,*,*,*
うわー,,,100,フィラー,,,*,*,*,ウワー,うわー,うわー,ウワー,うわー,ウワー,*,*,*,*,*,*,*,*,ウワー,ウワー,ウワー,ウワー,*,*,*,*,*
うんとー,,,100,フィラー,,,*,*,*,ウントー,うんとー,うんとー,ウントー,うんとー,ウントー,*,*,*,*,*,*,*,*,ウントー,ウントー,ウントー,ウントー,*,*,*,*,*
えー,,,100,フィラー,,,*,*,*,エー,えー,えー,エー,えー,エー,*,*,*,*,*,*,*,*,エー,エー,エー,エー,*,*,*,*,*
えーっ,,,100,フィラー,,,*,*,*,エーッ,えーっ,えーっ,エーッ,えーっ,エーッ,*,*,*,*,*,*,*,*,エーッ,エーッ,エーッ,エーッ,*,*,*,*,*
えーっと,,,100,フィラー,,,*,*,*,エーット,えーっと,えーっと,エーット,えーっと,エーット,*,*,*,*,*,*,*,*,エーット,エーット,エーット,エーット,*,*,*,*,*
えーっとー,,,100,フィラー,,,*,*,*,エーットー,えーっとー,えーっとー,エーットー,えーっとー,エーットー,*,*,*,*,*,*,*,*,エーットー,エーットー,エーットー,エーットー,*,*,*,*,*
えーとー,,,100,フィラー,,,*,*,*,エートー,えーとー,えーとー,エートー,えーとー,エートー,*,*,*,*,*,*,*,*,エートー,エートー,エートー,エートー,*,*,*,*,*
ええー,,,100,フィラー,,,*,*,*,エエー,ええー,ええー,エエー,ええー,エエー,*,*,*,*,*,*,*,*,エエー,エエー,エエー,エエー,*,*,*,*,*
えっとー,,,100,フィラー,,,*,*,*,エットー,えっとー,えっとー,エットー,えっとー,エットー,*,*,*,*,*,*,*,*,エットー,エットー,エットー,エットー,*,*,*,*,*
えとー,,,100,フィラー,,,*,*,*,エトー,えとー,えとー,エトー,えとー,エトー,*,*,*,*,*,*,*,*,エトー,エトー,エトー,エトー,*,*,*,*,*
おー,,,100,フィラー,,,*,*,*,オー,おー,おー,オー,おー,オー,*,*,*,*,*,*,*,*,オー,オー,オー,オー,*,*,*,*,*
きゃー,,,100,フィラー,,,*,*,*,キャー,きゃー,きゃー,キャー,きゃー,キャー,*,*,*,*,*,*,*,*,キャー,キャー,キャー,キャー,*,*,*,*,*
くあー,,,100,フィラー,,,*,*,*,クアー,くあー,くあー,クアー,くあー,クアー,*,*,*,*,*,*,*,*,クアー,クアー,クアー,クアー,*,*,*,*,*
そーのー,,,100,フィラー,,,*,*,*,ソーノー,そーのー,そーのー,ソーノー,そーのー,ソーノー,*,*,*,*,*,*,*,*,ソーノー,ソーノー,ソーノー,ソーノー,*,*,*,*,*
そのー,,,100,フィラー,,,*,*,*,ソノー,そのー,そのー,ソノー,そのー,ソノー,*,*,*,*,*,*,*,*,ソノー,ソノー,ソノー,ソノー,*,*,*,*,*
でー,,,100,フィラー,,,*,*,*,デー,でー,でー,デー,でー,デー,*,*,*,*,*,*,*,*,デー,デー,デー,デー,*,*,*,*,*
とー,,,100,フィラー,,,*,*,*,トー,とー,とー,トー,とー,トー,*,*,*,*,*,*,*,*,トー,トー,トー,トー,*,*,*,*,*
なー,,,100,フィラー,,,*,*,*,ナー,なー,なー,ナー,なー,ナー,*,*,*,*,*,*,*,*,ナー,ナー,ナー,ナー,*,*,*,*,*
ねー,,,100,フィラー,,,*,*,*,ネー,ねー,ねー,ネー,ねー,ネー,*,*,*,*,*,*,*,*,ネー,ネー,ネー,ネー,*,*,*,*,*
はー,,,100,フィラー,,,*,*,*,ハー,はー,はー,ハー,はー,ハー,*,*,*,*,*,*,*,*,ハー,ハー,ハー,ハー,*,*,*,*,*
はえー,,,100,フィラー,,,*,*,*,ワエー,はえー,はえー,ワエー,はえー,ワエー,*,*,*,*,*,*,*,*,ワエー,ワエー,ワエー,ワエー,*,*,*,*,*
ひゃー,,,100,フィラー,,,*,*,*,ヒャー,ひゃー,ひゃー,ヒャー,ひゃー,ヒャー,*,*,*,*,*,*,*,*,ヒャー,ヒャー,ヒャー,ヒャー,*,*,*,*,*
ほー,,,100,フィラー,,,*,*,*,ホー,ほー,ほー,ホー,ほー,ホー,*,*,*,*,*,*,*,*,ホー,ホー,ホー,ホー,*,*,*,*,*
まー,,,100,フィラー,,,*,*,*,マー,まー,まー,マー,まー,マー,*,*,*,*,*,*,*,*,マー,マー,マー,マー,*,*,*,*,*
わー,,,100,フィラー,,,*,*,*,ワー,わー,わー,ワー,わー,ワー,*,*,*,*,*,*,*,*,ワー,ワー,ワー,ワー,*,*,*,*,*
はきます,,,1,名詞,一般,,*,*,*,ハキマス,はきます,はきます,ハキマス,はきます,ハキマス,*,*,*,*,*,*,*,*,ハキマス,ハキマス,ハキマス,ハキマス,*,*,*,*,*
零,,,1,名詞,一般,,*,*,*,ゼロ,零,零,ゼロ,零,ゼロ,*,*,*,*,*,*,*,*,ゼロ,ゼロ,ゼロ,ゼロ,*,*,*,*,*
零,,,1,名詞,一般,,*,*,*,レイ,零,零,レイ,零,レイ,*,*,*,*,*,*,*,*,レイ,レイ,レイ,レイ,*,*,*,*,*
一,,,1,名詞,一般,,*,*,*,イチ,一,一,イチ,一,イチ,*,*,*,*,*,*,*,*,イチ,イチ,イチ,イチ,*,*,*,*,*
二,,,1,名詞,一般,,*,*,*,ニー,二,二,ニー,二,ニー,*,*,*,*,*,*,*,*,ニー,ニー,ニー,ニー,*,*,*,*,*
三,,,1,名詞,一般,,*,*,*,サン,三,三,サン,三,サン,*,*,*,*,*,*,*,*,サン,サン,サン,サン,*,*,*,*,*
四,,,1,名詞,一般,,*,*,*,ヨン,四,四,ヨン,四,ヨン,*,*,*,*,*,*,*,*,ヨン,ヨン,ヨン,ヨン,*,*,*,*,*
五,,,1,名詞,一般,,*,*,*,ゴ,五,五,ゴ,五,ゴ,*,*,*,*,*,*,*,*,ゴ,ゴ,ゴ,ゴ,*,*,*,*,*
六,,,1,名詞,一般,,*,*,*,ロク,六,六,ロク,六,ロク,*,*,*,*,*,*,*,*,ロク,ロク,ロク,ロク,*,*,*,*,*
七,,,1,名詞,一般,,*,*,*,ナナ,七,七,ナナ,七,ナナ,*,*,*,*,*,*,*,*,ナナ,ナナ,ナナ,ナナ,*,*,*,*,*
八,,,1,名詞,一般,,*,*,*,ハチ,八,八,ハチ,八,ハチ,*,*,*,*,*,*,*,*,ハチ,ハチ,ハチ,ハチ,*,*,*,*,*
九,,,1,名詞,一般,,*,*,*,キュー,九,九,キュー,九,キュー,*,*,*,*,*,*,*,*,キュー,キュー,キュー,キュー,*,*,*,*,*
十,,,1,名詞,一般,,*,*,*,ジュー,十,十,ジュー,十,ジュー,*,*,*,*,*,*,*,*,ジュー,ジュー,ジュー,ジュー,*,*,*,*,*
ヒラオカ,,,1,名詞,一般,,*,*,*,ヒラオカ,ヒラオカ,ヒラオカ,ヒラオカ,ヒラオカ,ヒラオカ,*,*,*,*,*,*,*,*,ヒラオカ,ヒラオカ,ヒラオカ,ヒラオカ,*,*,*,*,*
ゴウダ,,,1,名詞,一般,,*,*,*,ゴウダ,ゴウダ,ゴウダ,ゴウダ,ゴウダ,ゴウダ,*,*,*,*,*,*,*,*,ゴウダ,ゴウダ,ゴウダ,ゴウダ,*,*,*,*,*
スナゴ,,,1,名詞,一般,,*,*,*,スナゴ,スナゴ,スナゴ,スナゴ,スナゴ,スナゴ,*,*,*,*,*,*,*,*,スナゴ,スナゴ,スナゴ,スナゴ,*,*,*,*,*
ホリケ,,,1,名詞,一般,,*,*,*,ホリケ,ホリケ,ホリケ,ホリケ,ホリケ,ホリケ,*,*,*,*,*,*,*,*,ホリケ,ホリケ,ホリケ,ホリケ,*,*,*,*,*
作業者,,,1,名詞,一般,,*,*,*,サギョーシャ,作業者,作業者,サギョーシャ,作業者,サギョーシャ,*,*,*,*,*,*,*,*,サギョーシャ,サギョーシャ,サギョーシャ,サギョーシャ,*,*,*,*,*
三線色,,,1,名詞,一般,,*,*,*,サンセンイロ,三線色,三線色,サンセンイロ,三線色,サンセンイロ,*,*,*,*,*,*,*,*,サンセンイロ,サンセンイロ,サンセンイロ,サンセンイロ,*,*,*,*,*
色と相,,,1,名詞,一般,,*,*,*,イロトソー,色と相,色と相,イロトソー,色と相,イロトソー,*,*,*,*,*,*,*,*,イロトソー,イロトソー,イロトソー,イロトソー,*,*,*,*,*
十分,,,1,名詞,一般,,*,*,*,ジューブン,十分,十分,ジューブン,十分,ジューブン,*,*,*,*,*,*,*,*,ジューブン,ジューブン,ジューブン,ジューブン,*,*,*,*,*
黒入り,,,1,名詞,一般,,*,*,*,クロイリ,黒入り,黒入り,クロイリ,黒入り,クロイリ,*,*,*,*,*,*,*,*,クロイリ,クロイリ,クロイリ,クロイリ,*,*,*,*,*
白入り,,,1,名詞,一般,,*,*,*,シロイリ,白入り,白入り,シロイリ,白入り,シロイリ,*,*,*,*,*,*,*,*,シロイリ,シロイリ,シロイリ,シロイリ,*,*,*,*,*
三つ入り,,,1,名詞,一般,,*,*,*,ミッツイリ,三つ入り,三つ入り,ミッツイリ,三つ入り,ミッツイリ,*,*,*,*,*,*,*,*,ミッツイリ,ミッツイリ,ミッツイリ,ミッツイリ,*,*,*,*,*
綱付け,,,1,名詞,一般,,*,*,*,ツナツケ,綱付け,綱付け,ツナツケ,綱付け,ツナツケ,*,*,*,*,*,*,*,*,ツナツケ,ツナツケ,ツナツケ,ツナツケ,*,*,*,*,*
接地体,,,1,名詞,一般,,*,*,*,セッチタイ,接地体,接地体,セッチタイ,接地体,セッチタイ,*,*,*,*,*,*,*,*,セッチタイ,セッチタイ,セッチタイ,セッチタイ,*,*,*,*,*
中線,,,1,名詞,一般,,*,*,*,ナカセン,中線,中線,ナカセン,中線,ナカセン,*,*,*,*,*,*,*,*,ナカセン,ナカセン,ナカセン,ナカセン,*,*,*,*,*
入り確認,,,1,名詞,一般,,*,*,*,イリカクニン,入り確認,入り確認,イリカクニン,入り確認,イリカクニン,*,*,*,*,*,*,*,*,イリカクニン,イリカクニン,イリカクニン,イリカクニン,*,*,*,*,*
一点,,,1,名詞,一般,,*,*,*,イッテン,一点,一点,イッテン,一点,イッテン,*,*,*,*,*,*,*,*,イッテン,イッテン,イッテン,イッテン,*,*,*,*,*
零点,,,1,名詞,一般,,*,*,*,レーテン,零点,零点,レーテン,零点,レーテン,*,*,*,*,*,*,*,*,レーテン,レーテン,レーテン,レーテン,*,*,*,*,*
零,,,1,名詞,一般,,*,*,*,ゼロ,零,零,ゼロ,零,ゼロ,*,*,*,*,*,*,*,*,ゼロ,ゼロ,ゼロ,ゼロ,*,*,*,*,*
次,,,1,名詞,一般,,*,*,*,ツギ,次,次,ツギ,次,ツギ,*,*,*,*,*,*,*,*,ツギ,ツギ,ツギ,ツギ,*,*,*,*,*
下,,,1,名詞,一般,,*,*,*,シタ,下,下,シタ,下,シタ,*,*,*,*,*,*,*,*,シタ,シタ,シタ,シタ,*,*,*,*,*
ええ,,,1,名詞,一般,,*,*,*,エー,ええ,ええ,エー,ええ,エー,*,*,*,*,*,*,*,*,エー,エー,エー,エー,*,*,*,*,*
いい,,,1,名詞,一般,,*,*,*,イー,いい,いい,イー,いい,イー,*,*,*,*,*,*,*,*,イー,イー,イー,イー,*,*,*,*,*
おう,,,1,名詞,一般,,*,*,*,オー,おう,おう,オー,おう,オー,*,*,*,*,*,*,*,*,オー,オー,オー,オー,*,*,*,*,*
じゃあ,,,1,名詞,一般,,*,*,*,ジャー,じゃあ,じゃあ,ジャー,じゃあ,ジャー,*,*,*,*,*,*,*,*,ジャー,ジャー,ジャー,ジャー,*,*,*,*,*
柱上,,,1,名詞,一般,,*,*,*,チュージョー,柱上,柱上,チュージョー,柱上,チュージョー,*,*,*,*,*,*,*,*,チュージョー,チュージョー,チュージョー,チュージョー,*,*,*,*,*
台付け,,,1,名詞,一般,,*,*,*,ダイツケ,台付け,台付け,ダイツケ,台付け,ダイツケ,*,*,*,*,*,*,*,*,ダイツケ,ダイツケ,ダイツケ,ダイツケ,*,*,*,*,*
本体切,,,1,名詞,一般,,*,*,*,ホンタイキリ,本体切,本体切,ホンタイキリ,本体切,ホンタイキリ,*,*,*,*,*,*,*,*,ホンタイキリ,ホンタイキリ,ホンタイキリ,ホンタイキリ,*,*,*,*,*
二次側,,,1,名詞,一般,,*,*,*,ニジガワ,二次側,二次側,ニジガワ,二次側,ニジガワ,*,*,*,*,*,*,*,*,ニジガワ,ニジガワ,ニジガワ,ニジガワ,*,*,*,*,*
検相,,,1,名詞,一般,,*,*,*,ケンソー,検相,検相,ケンソー,検相,ケンソー,*,*,*,*,*,*,*,*,ケンソー,ケンソー,ケンソー,ケンソー,*,*,*,*,*
赤相,,,1,名詞,一般,,*,*,*,アカソー,赤相,赤相,アカソー,赤相,アカソー,*,*,*,*,*,*,*,*,アカソー,アカソー,アカソー,アカソー,*,*,*,*,*
白相,,,1,名詞,一般,,*,*,*,シロソー,白相,白相,シロソー,白相,シロソー,*,*,*,*,*,*,*,*,シロソー,シロソー,シロソー,シロソー,*,*,*,*,*
黒相,,,1,名詞,一般,,*,*,*,クロソー,黒相,黒相,クロソー,黒相,クロソー,*,*,*,*,*,*,*,*,クロソー,クロソー,クロソー,クロソー,*,*,*,*,*
検相,,,1,名詞,一般,,*,*,*,ケンソー,検相,検相,ケンソー,検相,ケンソー,*,*,*,*,*,*,*,*,ケンソー,ケンソー,ケンソー,ケンソー,*,*,*,*,*
縁切り,,,1,名詞,一般,,*,*,*,エンギリ,縁切り,縁切り,エンギリ,縁切り,エンギリ,*,*,*,*,*,*,*,*,エンギリ,エンギリ,エンギリ,エンギリ,*,*,*,*,*
縁長い,,,1,名詞,一般,,*,*,*,エンナガイ,縁長い,縁長い,エンナガイ,縁長い,エンナガイ,*,*,*,*,*,*,*,*,エンナガイ,エンナガイ,エンナガイ,エンナガイ,*,*,*,*,*
切っときます,,,1,名詞,一般,,*,*,*,キットキマス,切っときます,切っときます,キットキマス,切っときます,キットキマス,*,*,*,*,*,*,*,*,キットキマス,キットキマス,キットキマス,キットキマス,*,*,*,*,*
分流言う,,,1,名詞,一般,,*,*,*,ブンリューユー,分流言う,分流言う,ブンリューユー,分流言う,ブンリューユー,*,*,*,*,*,*,*,*,ブンリューユー,ブンリューユー,ブンリューユー,ブンリューユー,*,*,*,*,*
白,,,1,名詞,一般,,*,*,*,シロ,白,白,シロ,白,シロ,*,*,*,*,*,*,*,*,シロ,シロ,シロ,シロ,*,*,*,*,*
きたけん,,,10,動詞,自立,,*,*,*,キタケン,きたけん,きたけん,キタケン,きたけん,キタケン,*,*,*,*,*,*,*,*,キタケン,キタケン,キタケン,キタケン,*,*,*,*,*
来たけん,,,10,動詞,自立,,*,*,*,キタケン,来たけん,来たけん,キタケン,来たけん,キタケン,*,*,*,*,*,*,*,*,キタケン,キタケン,キタケン,キタケン,*,*,*,*,*
みとって,,,10,動詞,自立,,*,*,*,ミトッテ,みとって,みとって,ミトッテ,みとって,ミトッテ,*,*,*,*,*,*,*,*,ミトッテ,ミトッテ,ミトッテ,ミトッテ,*,*,*,*,*
見とって,,,10,動詞,自立,,*,*,*,ミトッテ,見とって,見とって,ミトッテ,見とって,ミトッテ,*,*,*,*,*,*,*,*,ミトッテ,ミトッテ,ミトッテ,ミトッテ,*,*,*,*,*
