あー,2,2,100,フィラー,*,*,*,*,あー,アー,アー,2/3,*
あーとー,2,2,100,フィラー,*,*,*,*,あーとー,アートー,アートー,2/3,*
あーのー,2,2,100,フィラー,*,*,*,*,あーのー,アーノー,アーノー,2/3,*
あーんのー,2,2,100,フィラー,*,*,*,*,あーんのー,アーンノー,アーンノー,2/3,*
あちゃー,2,2,100,フィラー,*,*,*,*,あちゃー,アチャー,アチャー,2/3,*
あっとー,2,2,100,フィラー,*,*,*,*,あっとー,アットー,アットー,2/3,*
あとー,2,2,100,フィラー,*,*,*,*,あとー,アトー,アトー,2/3,*
あのー,2,2,100,フィラー,*,*,*,*,あのー,アノー,アノー,2/3,*
あのねー,2,2,100,フィラー,*,*,*,*,あのねー,アノネー,アノネー,2/3,*
あらー,2,2,100,フィラー,*,*,*,*,あらー,アラー,アラー,2/3,*
あれー,2,2,100,フィラー,*,*,*,*,あれー,アレー,アレー,2/3,*
あんのー,2,2,100,フィラー,*,*,*,*,あんのー,アンノー,アンノー,2/3,*
うー,2,2,100,フィラー,*,*,*,*,うー,ウー,ウー,2/3,*
うーんとー,2,2,100,フィラー,*,*,*,*,うーんとー,ウーントー,ウーントー,2/3,*
うぉー,2,2,100,フィラー,*,*,*,*,うぉー,ウォー,ウォー,2/3,*
うおー,2,2,100,フィラー,*,*,*,*,うおー,ウオー,ウオー,2/3,*
うじゃわー,2,2,100,フィラー,*,*,*,*,うじゃわー,ウジャワー,ウジャワー,2/3,*
うわー,2,2,100,フィラー,*,*,*,*,うわー,ウワー,ウワー,2/3,*
うんとー,2,2,100,フィラー,*,*,*,*,うんとー,ウントー,ウントー,2/3,*
えー,2,2,100,フィラー,*,*,*,*,えー,エー,エー,2/3,*
えーっ,2,2,100,フィラー,*,*,*,*,えーっ,エーッ,エーッ,2/3,*
えーっと,2,2,100,フィラー,*,*,*,*,えーっと,エーット,エーット,2/3,*
えーっとー,2,2,100,フィラー,*,*,*,*,えーっとー,エーットー,エーットー,2/3,*
えーとー,2,2,100,フィラー,*,*,*,*,えーとー,エートー,エートー,2/3,*
ええー,2,2,100,フィラー,*,*,*,*,ええー,エエー,エエー,2/3,*
えっとー,2,2,100,フィラー,*,*,*,*,えっとー,エットー,エットー,2/3,*
えとー,2,2,100,フィラー,*,*,*,*,えとー,エトー,エトー,2/3,*
おー,2,2,100,フィラー,*,*,*,*,おー,オー,オー,2/3,*
きゃー,2,2,100,フィラー,*,*,*,*,きゃー,キャー,キャー,2/3,*
くあー,2,2,100,フィラー,*,*,*,*,くあー,クアー,クアー,2/3,*
そーのー,2,2,100,フィラー,*,*,*,*,そーのー,ソーノー,ソーノー,2/3,*
そのー,2,2,100,フィラー,*,*,*,*,そのー,ソノー,ソノー,2/3,*
でー,2,2,100,フィラー,*,*,*,*,でー,デー,デー,2/3,*
とー,2,2,100,フィラー,*,*,*,*,とー,トー,トー,2/3,*
なー,2,2,100,フィラー,*,*,*,*,なー,ナー,ナー,2/3,*
ねー,2,2,100,フィラー,*,*,*,*,ねー,ネー,ネー,2/3,*
はー,2,2,100,フィラー,*,*,*,*,はー,ハー,ハー,2/3,*
はえー,2,2,100,フィラー,*,*,*,*,はえー,ワエー,ワエー,2/3,*
ひゃー,2,2,100,フィラー,*,*,*,*,ひゃー,ヒャー,ヒャー,2/3,*
ほー,2,2,100,フィラー,*,*,*,*,ほー,ホー,ホー,2/3,*
まー,2,2,100,フィラー,*,*,*,*,まー,マー,マー,2/3,*
わー,2,2,100,フィラー,*,*,*,*,わー,ワー,ワー,2/3,*
検相,,,1,名詞,一般,*,*,*,*,検相,ケンソー,ケンソー,2/3,*
赤相,,,1,名詞,一般,*,*,*,*,赤相,アカソー,アカソー,2/3,*
白相,,,1,名詞,一般,*,*,*,*,白相,シロソー,シロソー,2/3,*
黒相,,,1,名詞,一般,*,*,*,*,黒相,クロソー,クロソー,2/3,*
検相,,,1,名詞,一般,*,*,*,*,検相,ケンソー,ケンソー,2/3,*
縁切り,,,1,名詞,一般,*,*,*,*,縁切り,エンギリ,エンギリ,2/3,*
縁長い,,,1,名詞,一般,*,*,*,*,縁長い,エンナガイ,エンナガイ,2/3,*
切っときます,,,1,名詞,一般,*,*,*,*,切っときます,キットキマス,キットキマス,2/3,*
分流言う,,,1,名詞,一般,*,*,*,*,分流言う,ブンリューユー,ブンリューユー,2/3,*
白,,,1,名詞,一般,*,*,*,*,白,シロ,シロ,2/3,*
きたけん,,,10,動詞,自立,*,*,一段,基本形,きたけん,キタケン,キタケン,4/5,*
来たけん,,,10,動詞,自立,*,*,一段,基本形,来たけん,キタケン,キタケン,4/5,*
みとって,,,10,動詞,自立,*,*,一段,基本形,みとって,ミトッテ,ミトッテ,4/5,*
見とって,,,10,動詞,自立,*,*,一段,基本形,見とって,ミトッテ,ミトッテ,4/5,*

